Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr8	0	0.0	0.0
chr8	75255	0.39076068079194165	0.0
chr8	144351	0.4972650422675285	0.027
chr8	164461	0.0	0.037
chr8	226297	1.3764624913971097	0.037
chr8	233562	0.0	0.047
chr8	244326	0.0	0.047
chr8	245037	0.0	0.047
chr8	253024	28.216019417475728	0.047
chr8	259616	0.3722726181018715	0.233
chr8	800886	3.717839047180364	0.4345
chr8	816083	5.880185463813063	0.491
chr8	848650	2.633094709125321	0.6825
chr8	860803	0.17703862660944164	0.7145
chr8	954003	0.3125558135381321	0.731
chr8	976399	0.08518924181574926	0.738
chr8	1017484	0.652346857597453	0.7415
chr8	1080334	0.40787786971215517	0.7825
chr8	1114658	0.5963537229510995	0.7965
chr8	1126396	0.402832031249999	0.8035
chr8	1167356	0.15282730514518608	0.82
chr8	1186986	0.0	0.823
chr8	1231820	3.8553912274048896	0.823
chr8	1239731	0.0	0.8535
chr8	1245328	1.005431944009192	0.8535
chr8	1283620	0.8720150254896684	0.892
chr8	1305982	1.1069973394853858	0.9115
chr8	1359731	0.0	0.971
chr8	1382034	0.0	0.971
chr8	1437642	2.4292465353369095	0.971
chr8	1475308	0.20134633583226524	1.0625
chr8	1624305	0.0	1.0925
chr8	1624495	0.0	1.0925
chr8	1647010	0.0	1.0925
chr8	1699214	0.4911055331223423	1.0925
chr8	1726703	1.7641490490806313	1.106
chr8	1761564	0.1134773234481977	1.1675
chr8	1814438	0.0	1.1735
chr8	1828960	0.4865871202504847	1.1735
chr8	1876228	0.0	1.1965
chr8	1903172	0.0797723828010773	1.1965
chr8	1940779	0.159812486682287	1.1995
chr8	1959551	2.4880082485318558	1.2025
chr8	1981858	1.731102135025904	1.258
chr8	1983591	2.0031400573872635	1.261
chr8	2002062	0.10358235594084571	1.298
chr8	2064814	0.0	1.3045
chr8	2081117	0.47391915856418	1.3045
chr8	2113823	0.3763643206623969	1.32
chr8	2137736	0.6757061128879736	1.329
chr8	2159935	0.6221054814405178	1.344
chr8	2203336	0.0	1.371
chr8	2219784	2.1502165148574006	1.371
chr8	2253269	0.3764016006973272	1.443
chr8	2278508	1.5740404407313249	1.4525
chr8	2295026	1.7871104657656667	1.4785
chr8	2312932	2.346292173317349	1.5105
chr8	2342127	0.8173060202413688	1.579
chr8	2370880	5.762411347517736	1.6025
chr8	2375392	0.4822695035460966	1.6285
chr8	2428267	0.34916201117319756	1.654
chr8	2436859	1.3032145960034696	1.657
chr8	2452973	1.5834880419351391	1.678
chr8	2471287	4.940711462450594	1.707
chr8	2500635	1.1198514148366636	1.852
chr8	2518941	3.5528901879756085	1.8725
chr8	2538784	0.5299417064122934	1.943
chr8	2733145	0.6217560553633374	2.046
chr8	2751641	1.664864249530423	2.0575
chr8	2786779	0.39144688555071716	2.116
chr8	2807216	4.4740346205059955	2.124
chr8	2825991	1.7979352743301062	2.208
chr8	2843233	7.1690054911531425	2.239
chr8	2862901	4.665079467215767	2.38
chr8	2878442	1.5600106213489018	2.4525
chr8	2893506	2.7577937649880075	2.476
chr8	2906016	1.4726737209556091	2.5105
chr8	2933517	24.78826688700675	2.551
chr8	2938358	40.20137166204583	2.671
chr8	2945211	37.114134849715676	2.9465
chr8	2955059	0.0	3.312
chr8	2980554	0.619256396918589	3.312
chr8	3020925	0.0	3.337
chr8	3105777	9.92600319457574	3.337
chr8	3136454	0.0	3.6415
chr8	3158750	0.34279940821995525	3.6415
chr8	3186463	2.583328082666522	3.651
chr8	3202334	5.780125555045162	3.692
chr8	3215396	0.09759906304898398	3.7675
chr8	3235888	0.0	3.7695
chr8	3249648	0.2825390845733767	3.7695
chr8	3265575	1.857624802493909	3.774
chr8	3288992	2.396514161220042	3.8175
chr8	3305057	2.1774117201552716	3.856
chr8	3315620	0.39631427722183726	3.879
chr8	3396364	2.6991441737985467	3.911
chr8	3426744	1.893063583815045	3.993
chr8	3461344	1.5514399301851758	4.0585
chr8	3492283	0.9622238061297586	4.1065
chr8	3506313	0.15639662183295117	4.12
chr8	3519101	0.955593029792021	4.122
chr8	3545786	0.0	4.1475
chr8	3546103	0.0	4.1475
chr8	3565094	0.0	4.1475
chr8	3576755	0.0	4.1475
chr8	3581399	2.300779558250348	4.1475
chr8	3599871	1.6582647917219069	4.19
chr8	3614947	2.498739168309568	4.215
chr8	3636758	0.2974696487998962	4.2695
chr8	3744332	2.234782197417586	4.3015
chr8	3786618	1.9846997690531074	4.396
chr8	3800474	1.0074438909721717	4.4235
chr8	3818341	0.13860323705624872	4.4415
chr8	3930171	0.0	4.457
chr8	3943969	0.0	4.457
chr8	3963040	0.0	4.457
chr8	3963689	0.6214930037644745	4.457
chr8	4020005	0.0	4.492
chr8	4028215	3.0448628414995245	4.492
chr8	4046114	97.58108851017055	4.5465
chr8	4047933	27.320707854703464	4.724
chr8	4060817	18.92049676255177	5.076
chr8	4079659	0.0	5.4325
chr8	4079871	0.0	5.4325
chr8	4082534	9.65806088641618	5.4325
chr8	4098531	0.0	5.587
chr8	4116675	2.1186796926233007	5.587
chr8	4176146	0.6093601273874037	5.713
chr8	4288559	0.179565451607091	5.7815
chr8	4310835	0.5665911211838242	5.7855
chr8	4325837	1.7108180929445194	5.794
chr8	4409715	3.677619402446929	5.9375
chr8	4451318	0.2601781700108271	6.0905
chr8	4499362	0.6550933508027081	6.103
chr8	4502415	5.708995525381874	6.105
chr8	4515377	19.227103783474664	6.179
chr8	4536363	0.16866566716642317	6.5825
chr8	4563043	0.17161489617304515	6.587
chr8	4574697	0.6182078479859192	6.589
chr8	4605431	1.0511931041732454	6.608
chr8	4633970	0.04944009096976194	6.638
chr8	4674423	2.183406113537362	6.64
chr8	4676255	1.3031322560773282	6.644
chr8	4697358	3.736856573431383	6.6715
chr8	4755562	7.507319113341698	6.889
chr8	4803382	5.742499865829438	7.248
chr8	4859281	0.2704310671209851	7.569
chr8	4896259	2.8654419846129846	7.579
chr8	4921735	0.0	7.652
chr8	4928193	3.4748309541697897	7.652
chr8	4938841	7.465963987703076	7.689
chr8	4947949	50.766155896069314	7.757
chr8	4955454	1.9650144971349275	8.138
chr8	5173773	0.7675578866573145	8.567
chr8	5181590	1.2764599510689891	8.573
chr8	5200392	5.303164221318712	8.597
chr8	5217363	6.478903405440142	8.687
chr8	5264053	0.0	8.9895
chr8	5282798	0.0	8.9895
chr8	5313185	0.3087293215673275	8.9895
chr8	5352054	0.427423491195067	9.0015
chr8	5375450	2.4366031946576143	9.0115
chr8	5386531	0.9218182865702607	9.0385
chr8	5403888	3.648809187079193	9.0545
chr8	5421565	1.4617405304635003	9.119
chr8	5445167	1.9664394336655178	9.1535
chr8	5456609	2.129053390108074	9.176
chr8	5468821	0.0	9.202
chr8	5492964	0.13771259381670467	9.202
chr8	5609148	1.5642380422692475	9.218
chr8	5623532	5.959336293526501	9.2405
chr8	5644927	1.0983413453885431	9.368
chr8	5676338	1.6813653955967522	9.4025
chr8	5692099	0.7184682257427012	9.429
chr8	5719936	1.1795930404010628	9.449
chr8	5733500	1.1751827167648732	9.465
chr8	5764559	2.419527732688145	9.5015
chr8	5797210	5.908333089590218	9.5805
chr8	5831399	4.693998811645802	9.7825
chr8	5848229	16.224188790560486	9.8615
chr8	5859077	2.017088593250695	10.0375
chr8	5903200	0.15961691939350903	10.1265
chr8	5915730	0.6830171100507345	10.1285
chr8	6074584	5.65643915675226	10.237
chr8	6098539	0.2662849915121366	10.3725
chr8	6128582	12.417787376067542	10.3805
chr8	6138769	1.51915716371388	10.507
chr8	6164112	10.638297872340445	10.5455
chr8	6181079	10.096374483708118	10.726
chr8	6196332	0.5944186247062544	10.88
chr8	6521019	19.401778496361946	11.073
chr8	6524730	4.682843763303585	11.145
chr8	6548220	8.488247042556463	11.255
chr8	6561238	0.41140412226929635	11.3655
chr8	6609852	0.8739985433357296	11.3855
chr8	6637312	1.6197829490848838	11.4095
chr8	6655833	0.0	11.4395
chr8	6676589	2.3351339185234754	11.4395
chr8	6694361	1.3710582076530127	11.481
chr8	6710407	2.410321848858691	11.503
chr8	6724513	3.853369162906187	11.537
chr8	6744236	5.0757722945405	11.613
chr8	6764824	18.96790047611733	11.7175
chr8	6777846	0.9899152385077036	11.9645
chr8	6794009	11.116631474351028	11.9805
chr8	6810111	8.303349017437052	12.1595
chr8	6828176	0.6467259498787314	12.3095
chr8	6883841	0.0	12.3455
chr8	6900447	2.1853470627454272	12.3455
chr8	6913946	3.1468531468531533	12.375
chr8	6929676	11.199537898722811	12.4245
chr8	6945257	0.2477317065617663	12.599
chr8	6977550	2.173958926950791	12.607
chr8	7024929	7.610740550709649	12.71
chr8	7036623	0.2596896708434289	12.799
chr8	7052026	0.1223540927443345	12.803
chr8	7068372	0.8981267641776446	12.805
chr8	7083960	0.0	12.819
chr8	7107412	0.0	12.819
chr8	7121632	7.98509449028475	12.819
chr8	7136660	0.5487570652472034	12.939
chr8	7154883	4.69512195121951	12.949
chr8	7171283	0.13225763787863168	13.026
chr8	7186405	0.7958615200954158	13.028
chr8	7201483	1.2596672134990277	13.04
chr8	7218551	8.421936205931683	13.0615
chr8	7236421	0.5720278386881711	13.212
chr8	7246910	4.961061436400363	13.218
chr8	7281580	3.1294913996940066	13.39
chr8	7432563	2.2575849347502115	13.8625
chr8	7450724	0.0	13.9035
chr8	7459613	0.9004952723999207	13.9035
chr8	7468497	3.1588447653428124	13.9115
chr8	7472929	1.024995060264794	13.9255
chr8	7513417	2.1255561047948226	13.967
chr8	7523532	0.26328386787934976	13.9885
chr8	7544422	0.6362142834133349	13.994
chr8	7606508	0.6609385327166781	14.0335
chr8	7609534	1.7691287041130295	14.0355
chr8	7611795	0.0	14.0395
chr8	7617090	2.6891807379611796	14.0395
chr8	7625085	0.2588661661921651	14.061
chr8	7632811	1.6310372129849244	14.063
chr8	7664386	5.153465064631882	14.1145
chr8	7681947	7.935662547933486	14.205
chr8	7700723	0.4846158231817588	14.354
chr8	7753342	0.0	14.3795
chr8	7756563	5.1884105151786235	14.3795
chr8	7781137	1.956046484869445	14.507
chr8	7798519	0.0	14.541
chr8	7823397	2.3616359190931555	14.541
chr8	7841393	2.880694912249579	14.5835
chr8	7863957	0.07288895367902953	14.6485
chr8	7891396	3.7722908093280707	14.6505
chr8	7898686	0.6618620385350384	14.678
chr8	7925882	0.5518966849406001	14.696
chr8	7953061	0.4326780064360857	14.711
chr8	7990040	0.8314279775513531	14.727
chr8	7994851	0.6760149882180273	14.731
chr8	8020738	2.0692917110086406	14.7485
chr8	8029195	0.3953871499176426	14.766
chr8	8044370	2.255802576506996	14.772
chr8	8062767	0.3274004405024938	14.8135
chr8	8079566	1.1365155769487538	14.819
chr8	8102003	0.7389545737398239	14.8445
chr8	8114859	0.3047386865762724	14.854
chr8	8134548	0.4597436928912646	14.86
chr8	8151949	0.3376667229444666	14.868
chr8	8169718	9.866756620003148	14.874
chr8	8175647	0.3919702102640514	14.9325
chr8	8211364	2.686610514086482	14.9465
chr8	8225136	14.175473913772898	14.9835
chr8	8243019	7.103249163649665	15.237
chr8	8264840	5.615390065896694	15.392
chr8	8293066	8.771296563673191	15.5505
chr8	8306918	11.937893657536272	15.672
chr8	8320572	0.20005001250310375	15.835
chr8	8340567	2.459512019741452	15.839
chr8	8401758	0.0	15.9895
chr8	8409221	0.7100759781296447	15.9895
chr8	8423304	0.19934130698561003	15.9995
chr8	8480994	0.1927339308087544	16.011
chr8	8491371	0.8017638805370935	16.013
chr8	8511327	0.8373851971906755	16.029
chr8	8529837	0.555121509930528	16.0445
chr8	8554156	0.6064741111363141	16.058
chr8	8567347	2.3558639595647954	16.066
chr8	8590693	2.0269870391193767	16.121
chr8	8624487	3.5799522673032382	16.1895
chr8	8639152	1.192235357334732	16.242
chr8	8668928	0.40891433244748887	16.2775
chr8	8678710	0.49212598425194864	16.2815
chr8	8801646	0.5580668564094851	16.342
chr8	8819565	5.218666436642898	16.352
chr8	8831158	0.23233301064860512	16.4125
chr8	8856983	4.774305555555443	16.4185
chr8	8881175	0.0	16.534
chr8	8898630	0.13721185510432682	16.534
chr8	8927782	1.5769785579814404	16.538
chr8	8968683	0.719828217266173	16.6025
chr8	9009665	0.1364080179196941	16.632
chr8	9079309	0.6112710494143394	16.6415
chr8	9104666	0.12007684918341088	16.657
chr8	9121322	1.2596685082873407	16.659
chr8	9166572	0.8936159028586975	16.716
chr8	9280715	2.980164028228114	16.818
chr8	9301687	9.284804753819882	16.8805
chr8	9320535	0.8740454503636699	17.0555
chr8	9331404	8.949801849405574	17.065
chr8	9346544	1.0595465140918654	17.2005
chr8	9379577	4.718773752216903	17.2355
chr8	9395365	1.7739771202438752	17.31
chr8	9439334	1.4619685135299363	17.388
chr8	9513207	2.3836630140885218	17.496
chr8	9541315	0.22202486678523858	17.563
chr8	9557079	0.2473979041863144	17.5665
chr8	9613668	0.6075792367128539	17.5805
chr8	9732994	0.25168313093823297	17.653
chr8	9748887	0.12144765606017072	17.657
chr8	9765355	0.2146037877569256	17.659
chr8	9802633	0.4500900180034401	17.667
chr8	9822629	1.5815105517714596	17.676
chr8	9882382	0.8332885328747355	17.7705
chr8	9900983	0.0	17.786
chr8	9920746	0.0	17.786
chr8	9927930	0.9617960018505518	17.786
chr8	9968999	0.0	17.8255
chr8	9979610	0.9530617107455248	17.8255
chr8	9992201	1.7544575462076304	17.8375
chr8	10016710	0.15316143214947	17.8805
chr8	10183201	5.074670146440502	17.906
chr8	10196995	0.0	17.976
chr8	10209424	4.767854794160303	17.976
chr8	10224630	9.167985071599494	18.0485
chr8	10249281	2.0980731597169857	18.2745
chr8	10302425	8.354654284721619	18.386
chr8	10334084	3.861916771752797	18.6505
chr8	10346772	0.5290121394364169	18.6995
chr8	10364730	0.43279634527532296	18.709
chr8	10406320	10.783608914450019	18.727
chr8	10423012	0.0	18.907
chr8	10467358	12.906744228322397	18.907
chr8	10472859	1.954288919269455	18.978
chr8	10529913	9.116387939265126	19.0895
chr8	10562382	34.19023136246855	19.3855
chr8	10564327	0.9994288977726545	19.452
chr8	10578335	2.8481334553961832	19.466
chr8	10637321	1.1733739257285711	19.634
chr8	10668854	10.337488598357837	19.671
chr8	10672143	3.86969397828243	19.705
chr8	10697468	3.621750347291149	19.803
chr8	10707546	13.559782608695523	19.8395
chr8	10725946	5.092191972309201	20.089
chr8	10755992	5.531885651456891	20.242
chr8	10770544	0.9148952736898902	20.3225
chr8	10796230	20.13849632560745	20.346
chr8	10803306	0.19304398185387303	20.4885
chr8	10834387	0.8828250401284443	20.4945
chr8	10871767	1.964299336333846	20.5275
chr8	10897985	0.906147864743857	20.579
chr8	10962544	0.36396724294819155	20.6375
chr8	10990019	10.598783221261591	20.6475
chr8	11021249	0.5252652589556681	20.9785
chr8	11040287	5.556463474423943	20.9885
