Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr15	0	0.0	0.0
chr15	83363	0.0	0.0
chr15	118374	133.46275839440008	0.0
chr15	136660	0.0	2.4405
chr15	166183	0.0	2.4405
chr15	179011	0.0	2.4405
chr15	204080	2.3650111588554585	2.4405
chr15	234101	0.0	2.5115
chr15	241262	0.0	2.5115
chr15	253414	0.0	2.5115
chr15	276045	1.766151325893313	2.5115
chr15	295579	0.21572067702300243	2.546
chr15	678018	0.0	2.6285
chr15	702590	0.0	2.6285
chr15	711683	0.0	2.6285
chr15	718129	0.0	2.6285
chr15	734492	0.0	2.6285
chr15	769749	0.0	2.6285
chr15	833215	16.65761975844757	2.6285
chr15	847953	1.6055725718802367	2.874
chr15	868195	5.266708177667089	2.9065
chr15	887467	0.0	3.008
chr15	953828	0.0	3.008
chr15	968137	0.0	3.008
chr15	969962	0.0	3.008
chr15	970971	0.0	3.008
chr15	1006067	0.0	3.008
chr15	1025171	0.0	3.008
chr15	1091162	0.0	3.008
chr15	1111531	0.0	3.008
chr15	1151526	10.168668008606922	3.008
chr15	1194747	1.4862186993334696	3.4475
chr15	1216951	0.0	3.4805
chr15	1239785	0.0	3.4805
chr15	1244171	0.0	3.4805
chr15	1282266	0.0	3.4805
chr15	1303185	1.3549570582839885	3.4805
chr15	1327171	0.0	3.513
chr15	1351021	0.0	3.513
chr15	1373550	1.4354489642683714	3.513
chr15	1396191	0.0	3.5455
chr15	1441276	0.0	3.5455
chr15	1454175	0.0	3.5455
chr15	1480955	0.0	3.5455
chr15	1497640	0.0	3.5455
chr15	1541983	0.0	3.5455
chr15	1558349	0.0	3.5455
chr15	1573987	0.0	3.5455
chr15	1591432	0.0	3.5455
chr15	1610384	0.0	3.5455
chr15	1624419	0.9062896501721891	3.5455
chr15	1657521	2.747379600129283	3.5755
chr15	1679178	0.0	3.635
chr15	1701576	13.344621835187878	3.635
chr15	1738782	2.447896016135433	4.1315
chr15	1796791	0.555035587575911	4.2735
chr15	1842734	0.0	4.299
