Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr10	0	0.0	0.0
chr10	188995	1.7410203080086935	0.0
chr10	231786	2.1097736490906716	0.0745
chr10	262358	2.66475692420432	0.139
chr10	322401	1.3147339335056598	0.299
chr10	367277	0.36353060927730146	0.358
chr10	408539	1.343061454136266	0.373
chr10	491186	0.9803921568627436	0.484
chr10	515156	1.203189944911799	0.5075
chr10	565439	1.1416341956845584	0.568
chr10	719166	5.171225005745804	0.7435
chr10	736570	1.3290642179665295	0.8335
chr10	769676	0.8743894349635187	0.8775
chr10	819425	0.0499672941347477	0.921
chr10	929497	0.0	0.9265
chr10	963739	1.6066958113813863	0.9265
chr10	990502	0.12968050565791203	0.9695
chr10	1094604	3.3842583639528114	0.983
chr10	1115288	0.14240449998219956	1.053
chr10	1171466	19.127917951299317	1.061
chr10	1187359	0.6568258028831163	1.365
chr10	1216286	8.273586866167914	1.384
chr10	1254782	0.31234631896540366	1.7025
chr10	1330019	3.8218026936802096	1.726
chr10	1373454	20.337552742616044	1.892
chr10	1397154	12.042389210019296	2.374
chr10	1400268	3.1681267250689946	2.4115
chr10	1441933	2.7154001982673233	2.5435
chr10	1465134	9.02961714423307	2.6065
chr10	1477593	14.83679525222552	2.719
chr10	1494443	3.968929165896062	2.969
chr10	1629618	3.480330019792289	3.5055
chr10	1674585	0.5721642111285944	3.662
chr10	1702549	1.0677690484120608	3.678
chr10	1753590	7.203712682690316	3.7325
chr10	1768027	6.91103733315265	3.8365
chr10	1841822	1.888961892247045	4.3465
chr10	1939230	1.0149621384910184	4.5305
chr10	1983074	1.1251125112511233	4.575
chr10	2003072	5.534557235421148	4.5975
chr10	2029000	8.068723263659452	4.741
chr10	2057753	0.5513374510713459	4.973
chr10	2303519	2.3120078899290197	5.1085
chr10	2365370	3.3473923813349282	5.2515
chr10	2380307	9.13153762531707	5.3015
chr10	2421702	4.931301863692	5.6795
chr10	2451106	1.8568425939059474	5.8245
chr10	2528657	10.344827586206895	5.9685
chr10	2564762	8.749245754676371	6.342
chr10	2576363	0.8524818847599468	6.4435
chr10	2653784	2.1935375010545686	6.5095
chr10	2665637	0.0	6.5355
chr10	2689376	2.6376773366995225	6.5355
chr10	2742453	0.9056650912952025	6.6755
chr10	2790484	3.1077061140378475	6.719
chr10	2850657	0.3561374351321135	6.906
chr10	2939106	0.14955880153547604	6.9375
chr10	2959165	1.6562470840720287	6.9405
chr10	2980599	1.6890794516988112	6.976
chr10	3011385	0.1273136813240787	7.028
chr10	3062440	6.9038226091688	7.0345
chr10	3077142	1.6106836804903946	7.136
chr10	3109116	3.7445226397556772	7.1875
chr10	3146771	1.8115692460290118	7.3285
chr10	3219360	5.772988335603064	7.46
chr10	3253138	0.7626713713382602	7.655
chr10	3307552	0.3802281368821027	7.6965
chr10	3336482	0.3953741227636743	7.7075
chr10	3387067	0.43395243881269685	7.7275
chr10	3398589	0.5632972823072614	7.7325
chr10	3456285	0.14320650377844743	7.765
chr10	3501674	0.16369827134628015	7.7715
chr10	3532218	0.0	7.7765
chr10	3544903	0.43831168831168565	7.7765
chr10	3637303	1.0351966873705927	7.817
chr10	3662419	10.241124358888937	7.843
chr10	3692445	2.9605025633620023	8.1505
chr10	3720143	16.471134088950752	8.2325
chr10	3735230	12.45091466334644	8.481
chr10	3766553	2.6268412438625037	8.871
chr10	3827653	3.5137143210946737	9.0315
chr10	3859955	0.32705389848247124	9.145
