Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr5	0	0.0	0.0
chr5	222124	0.0	0.0
chr5	299792	0.0	0.0
chr5	450997	0.7661243199023516	0.0
chr5	528008	0.8619433788180451	0.059
chr5	569194	2.2673075259782784	0.0945
chr5	650127	2.9153250369854646	0.278
chr5	661618	1.3447941217246635	0.3115
chr5	697683	0.733953115964593	0.36
chr5	720164	0.45064912650775735	0.3765
chr5	772311	2.146867153778881	0.4
chr5	949546	2.1324710876594404	0.7805
chr5	999957	9.761734002709378	0.888
chr5	1025055	0.0	1.133
chr5	1041403	0.0	1.133
chr5	1063346	8.341123175379305	1.133
chr5	1118974	26.54998516760606	1.597
chr5	1125716	4.912732958627396	1.776
chr5	1173042	0.6521455588887302	2.0085
chr5	1196043	4.819778101196445	2.0235
chr5	1248950	9.109794305952862	2.2785
chr5	1307678	5.127818167502167	2.8135
chr5	1460082	0.8014748149517463	3.595
chr5	2249876	3.9728338068181874	4.228
chr5	2272404	0.0	4.3175
chr5	2274193	15.378937007874015	4.3175
chr5	2278257	459.7457627118655	4.38
chr5	2278729	41.64305949008455	4.597
chr5	2280494	48.13773717498259	4.6705
chr5	2281917	9.049303099646343	4.739
chr5	2325180	0.0	5.1305
chr5	2329171	10.811153894977384	5.1305
chr5	2352804	2.5231618371772147	5.386
chr5	2378169	5.960264900662253	5.45
chr5	2413654	2.1180765682199207	5.6615
chr5	2514453	0.0	5.875
chr5	2514796	0.0	5.875
chr5	2516479	1.953953953953952	5.875
chr5	2641354	1.594613749114119	6.119
chr5	2680862	0.7608718948925106	6.182
chr5	2727519	0.0	6.2175
chr5	2741950	10.088623822529405	6.2175
chr5	2759891	1.3591933524841429	6.3985
chr5	2811760	8.959693652118398	6.469
chr5	2852498	1.9823636999535597	6.834
chr5	3201324	4.539153862673512	7.5255
chr5	3303766	0.0	7.9905
chr5	3308398	0.46342066238261764	7.9905
chr5	3324582	4.165522292410519	7.998
chr5	3346428	15.123399517535663	8.089
chr5	3367984	5.065254028757276	8.415
chr5	3583373	0.522401819187495	9.506
chr5	3648457	0.38564966333829387	9.54
chr5	3696428	0.25996337907181416	9.5585
chr5	3740665	0.0	9.57
chr5	3758059	0.0	9.57
chr5	3771621	2.8964984552008195	9.57
chr5	3787157	3.026548672566361	9.615
chr5	3815407	0.43389677029881696	9.7005
chr5	3841911	1.7711287750605615	9.712
chr5	3924062	1.5778526859356121	9.8575
chr5	3938005	3.7380317404800283	9.8795
chr5	3960878	0.0	9.965
chr5	3976233	0.27582724799207603	9.965
chr5	4083184	0.0	9.9945
chr5	4100365	3.5723238906994106	9.9945
chr5	4124299	1.5723270440250476	10.08
chr5	4131295	6.570542069720784	10.091
chr5	4147732	0.0	10.199
chr5	4161313	0.42680324370460515	10.199
chr5	4170685	1.4512617915021109	10.203
chr5	4183088	0.8526057764040412	10.221
chr5	4192471	2.0773225620312386	10.229
chr5	4201136	7.911015940994475	10.247
