Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr2	0	0.0	0.0
chr2	27458	0.0	0.0
chr2	44047	0.0	0.0
chr2	70113	0.0	0.0
chr2	90566	0.0	0.0
chr2	119612	0.0	0.0
chr2	141796	0.5340979366953393	0.0
chr2	212944	0.0	0.038
chr2	236156	0.0	0.038
chr2	310817	0.0	0.038
chr2	371858	0.0	0.038
chr2	404056	0.0	0.038
chr2	554999	1.1618450098756825	0.038
chr2	589427	0.0	0.078
chr2	677648	0.0	0.078
chr2	680575	0.0	0.078
chr2	689917	20.566649598907663	0.078
chr2	695776	3.4224219930246003	0.1985
chr2	2036201	0.0	4.786
chr2	2047144	0.0	4.786
chr2	2055698	0.0	4.786
chr2	2096545	0.0	4.786
chr2	2119792	0.0	4.786
chr2	2135798	0.4937458854509587	4.786
chr2	2196558	0.0	4.816
chr2	2215903	1.0637698312057922	4.816
chr2	2357851	0.0	4.967
chr2	2380017	4.1518834453084175	4.967
chr2	2393264	0.0	5.022
chr2	2407983	2.179589428718139	5.022
chr2	2591045	0.0	5.421
chr2	2594103	1.2511212879467222	5.421
chr2	2615284	0.0	5.4475
chr2	2636399	0.0	5.4475
chr2	2653479	2.3587087225973615	5.4475
chr2	2675101	0.0	5.4985
chr2	2694448	0.0	5.4985
chr2	2697633	5.167222719505239	5.4985
chr2	2722211	0.0	5.6255
chr2	2742478	3.6676724586411407	5.6255
chr2	2761700	7.491541807636537	5.696
chr2	2805149	10.408483896307965	6.0215
chr2	2825517	0.0	6.2335
chr2	2850535	0.0	6.2335
chr2	2851950	0.8985928418476372	6.2335
chr2	2878102	0.0	6.257
chr2	2984594	1.5127367027742524	6.257
chr2	3058632	3.213510656056979	6.369
chr2	3094574	0.0	6.4845
chr2	3115688	0.0	6.4845
chr2	3127460	7.074081351935553	6.4845
chr2	3147816	0.0	6.6285
chr2	3161777	0.0	6.6285
chr2	3163482	0.0	6.6285
chr2	3170893	0.0	6.6285
chr2	3184640	0.0	6.6285
chr2	3195266	11.449325492909011	6.6285
chr2	3209721	0.0	6.794
chr2	3235503	34.54200198932997	6.794
chr2	3257621	1.4227056620083673	7.558
chr2	3285385	5.824111822946877	7.5975
