Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr3	0	0.0	0.0
chr3	162026	0.7632293080054274	0.0
chr3	179714	0.0	0.0135
chr3	191956	1.0137692969060788	0.0135
chr3	269883	0.5393743257820924	0.0925
chr3	287496	1.011463250168578	0.102
chr3	290462	1.2379964533074577	0.105
chr3	320349	10.299685554771225	0.142
chr3	335932	2.303366980556875	0.3025
chr3	350693	0.6622978248745113	0.3365
chr3	393725	0.46525896006953305	0.365
chr3	491520	2.453876215577572	0.4105
chr3	502523	0.9435996980480974	0.4375
chr3	521069	1.7508426340017575	0.455
chr3	597318	0.31259768677711813	0.5885
chr3	606915	0.0	0.5915
chr3	629215	0.4904364884747429	0.5915
chr3	653683	0.6627655103294418	0.6035
chr3	684614	0.0	0.624
chr3	690245	0.19748535316964008	0.624
chr3	735818	0.050200803212849594	0.633
chr3	765698	0.0	0.6345
chr3	768819	1.6267534268494366	0.6345
chr3	787568	4.459819939979993	0.665
chr3	799564	2.7555037177431085	0.7185
chr3	833859	4.323725055432374	0.813
chr3	869939	2.481460353679406	0.969
chr3	887469	0.7027666814617594	1.0125
chr3	900987	1.6530598475136606	1.022
chr3	930629	2.242152466367712	1.071
chr3	968539	2.1260849088340192	1.156
chr3	1042854	5.267083061433765	1.314
chr3	1053581	5.898561956428141	1.3705
chr3	1065194	3.389600705036942	1.439
chr3	1094696	8.947479881406187	1.539
chr3	1113584	6.081754735792631	1.708
chr3	1128629	12.750031716496803	1.7995
chr3	1152276	30.535152151101823	2.101
chr3	1157041	5.176586078579093	2.2465
chr3	1244647	3.979264018691588	2.7
chr3	1258343	0.07719474303799918	2.7545
chr3	1310160	0.4573804573804532	2.7585
chr3	1358260	0.5340861404646638	2.7805
chr3	1384473	0.7547417470630599	2.7945
chr3	1399710	0.7370283018867905	2.806
chr3	1464158	4.087667420420917	2.8535
chr3	1469907	6.264101650635325	2.877
chr3	1486749	5.437839864991545	2.9825
chr3	1492082	0.567820477877715	3.0115
chr3	1734236	20.809248554913058	3.149
chr3	1735101	7.169756662804186	3.167
chr3	1748909	4.992422216278867	3.266
chr3	1760126	1.712264328453689	3.322
chr3	1813272	3.932244404113747	3.413
chr3	1823190	1.5855937482303655	3.452
chr3	1840849	1.3942849981200718	3.48
chr3	1872765	1.26272912423624	3.5245
chr3	1885040	1.0430153934685626	3.54
chr3	1912844	1.3330052089742093	3.569
chr3	1937225	4.607810132974244	3.6015
chr3	1984753	1.0813148788927105	3.8205
chr3	1987065	3.4075420263516722	3.823
chr3	2002472	0.0	3.8755
chr3	2015583	11.637572734829583	3.8755
chr3	2026410	0.9213759213758783	4.0015
chr3	2037806	14.816650148662104	4.012
chr3	2047896	14.171337069655692	4.1615
chr3	2060386	19.847260456442633	4.3385
chr3	2071647	0.5116339290562113	4.562
chr3	2311076	2.795339359423196	4.6845
chr3	2330215	3.871567210406736	4.738
chr3	2339901	0.0	4.7755
chr3	2358272	0.0	4.7755
chr3	2368170	0.46644081111602415	4.7755
chr3	2388537	0.6821282401091189	4.785
chr3	2400998	0.0	4.7935
chr3	2401760	1.140901312036528	4.7935
chr3	2414031	0.208391219783281	4.8075
chr3	2421229	4.874651810584978	4.809
chr3	2424819	0.6546694680429838	4.8265
chr3	2457660	0.2677734636497823	4.848
chr3	2472598	0.3861401431292486	4.852
chr3	2492021	4.120050914450362	4.8595
chr3	2506948	0.17925001792496612	4.921
chr3	2520895	0.0	4.9235
chr3	2534719	0.07132328467500627	4.9235
chr3	2555750	0.0	4.925
chr3	2570316	0.4301075268817113	4.925
chr3	2581941	0.9049773755656451	4.93
chr3	2591886	0.2845759817871239	4.939
chr3	2604185	0.2972430705209517	4.9425
chr3	2617642	0.0	4.9465
chr3	2630403	0.20817720043296714	4.9465
chr3	2642412	0.0	4.949
chr3	2654468	0.23184642492816385	4.949
chr3	2665251	0.0	4.9515
chr3	2714554	0.0	4.9515
chr3	2734717	0.9517095523439989	4.9515
chr3	2748902	1.2975778546713295	4.965
chr3	2750058	0.6045949214026831	4.9665
chr3	2762463	0.840182648401815	4.974
chr3	2789838	5.142710208279882	4.997
chr3	2793727	14.232145900801074	5.017
chr3	2799594	1.6140933407120521	5.1005
chr3	2810436	37.770897832817305	5.118
chr3	2812051	4.41605213513976	5.179
chr3	2823713	3.3947172619047805	5.2305
chr3	2834465	0.9945130315500657	5.267
chr3	2863625	1.5030402404864247	5.296
chr3	2892899	1.108833708544752	5.34
chr3	2922660	0.5473154178753099	5.373
chr3	2940931	1.492146596858649	5.383
chr3	2979131	11.669658886894055	5.44
chr3	2991942	20.22668632510137	5.5895
chr3	3002794	22.649718478075364	5.809
chr3	3014516	1.7884165634888967	6.0745
chr3	3021785	2.5607598472855813	6.0875
chr3	3032524	2.5746886554907826	6.115
chr3	3076607	24.559329320722217	6.2285
chr3	3085911	33.9226519337017	6.457
chr3	3094961	19.414619797028926	6.764
chr3	3101760	5.058048747369137	6.896
chr3	3131218	0.6265991332045561	7.045
chr3	3150369	0.4817883985352674	7.057
chr3	3155558	1.1830819284235445	7.0595
chr3	3162320	0.0	7.0675
chr3	3170356	0.2005615724027946	7.0675
chr3	3175342	16.630611141157353	7.0685
chr3	3190134	23.04948109710899	7.3145
chr3	3211718	12.023864157870563	7.812
chr3	3233508	0.2600611143618464	8.074
chr3	3248889	1.4374011786690635	8.078
chr3	3262803	12.289038177945157	8.098
chr3	3275009	21.868365180467165	8.248
chr3	3289139	7.954837054144211	8.557
chr3	3300830	3.669370413286939	8.65
chr3	3313775	2.0213056541928554	8.6975
chr3	3368690	54.650613786590824	8.8085
chr3	3372926	4.520884520884635	9.04
chr3	3383101	0.3327531483566633	9.086
chr3	3402635	0.06281801620712496	9.0925
chr3	3418554	6.4731020613373405	9.0935
chr3	3434466	1.335461885610778	9.1965
chr3	3467039	18.924154373416748	9.24
chr3	3480461	6.197990773078076	9.494
chr3	3526847	0.9132420091325223	9.7815
chr3	3535607	12.526652452025273	9.7895
chr3	3539359	2.344837693265921	9.8365
chr3	3593947	1.774852095658703	9.9645
chr3	3653952	0.561467983564307	10.071
chr3	3693135	0.0	10.093
chr3	3703896	0.36896965224606215	10.093
chr3	3714737	2.284148012791238	10.097
chr3	3730060	5.142437352052944	10.132
chr3	3742311	2.418829658572872	10.195
chr3	3753060	6.840657297940407	10.221
chr3	3766509	10.699001426533421	10.313
chr3	3780529	5.808784304427761	10.463
chr3	3814271	7.787732598208101	10.659
chr3	3828781	0.5234231876469226	10.772
chr3	3832602	13.520567968260615	10.774
chr3	3861336	1.0172731617396116	11.1625
chr3	3934571	22.279111603127323	11.237
chr3	3949024	13.566583363084641	11.559
chr3	3977034	18.506612784717056	11.939
chr3	3987922	7.932847523291238	12.1405
chr3	4020445	4.321337489373756	12.3985
chr3	4034561	13.786078098471945	12.4595
chr3	4049286	1.7285802811389328	12.6625
chr3	4079947	1.5616633946100367	12.7155
chr3	4091153	2.7552674230144993	12.733
chr3	4106578	0.8099898751265916	12.7755
chr3	4151023	0.3594905505339922	12.8115
chr3	4160759	3.1515915537345687	12.815
chr3	4163932	3.822738213223862	12.825
chr3	4178058	6.563593932322044	12.879
chr3	4184914	5.070993914807276	12.924
chr3	4190337	14.77568519369173	12.9515
chr3	4196868	4.226047257696355	13.048
chr3	4213077	1.5701325889742395	13.1165
chr3	4221675	9.01919682259483	13.13
chr3	4239803	1.287947194165034	13.2935
chr3	4382666	32.8482115404326	13.4775
chr3	4392423	24.48979591836728	13.798
