Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr17	0	0.0	0.0
chr17	301098	0.0	0.0
chr17	347883	0.13505029711065364	0.0
chr17	484869	14.85184644577434	0.0185
chr17	498571	3.152558258424572	0.222
chr17	522044	1.6025478482245192	0.296
chr17	620637	4.110996916752313	0.454
chr17	673179	4.044623030559375	0.67
chr17	692093	479.59183673469386	0.7465
chr17	693318	38.616365644259204	1.334
chr17	721389	0.5291508615051638	2.418
chr17	805486	1.2189422360326936	2.4625
chr17	884653	0.2908555029861103	2.559
chr17	910439	16.661849114258587	2.5665
chr17	934656	20.404212482577034	2.97
chr17	960484	17.261744966442947	3.497
chr17	979109	0.0	3.8185
chr17	996881	0.8935569838532745	3.8185
chr17	1060671	11.679234872172135	3.8755
chr17	1066108	3.5745009047491867	3.939
chr17	1099819	1.0782283006554567	4.0595
chr17	1135062	0.0	4.0975
chr17	1152271	2.09277990931295	4.0975
chr17	1155138	0.26313481273569594	4.1035
chr17	1177940	0.0	4.1095
chr17	1244770	0.41543421183821916	4.1095
chr17	1274859	14.08374116367593	4.122
chr17	1302444	1.6782176421495585	4.5105
chr17	1357562	0.14387971655696383	4.603
chr17	1440965	0.0	4.615
chr17	1486142	0.0	4.615
chr17	1541164	7.366048023487438	4.615
chr17	1560238	0.4997085033730513	4.7555
chr17	1596259	0.0	4.7735
chr17	1636762	0.17977528089886993	4.7735
chr17	1703512	0.17987376132388738	4.7855
chr17	1734089	0.9115610482951986	4.791
chr17	1791134	2.817368246602643	4.843
chr17	1797168	0.0	4.86
chr17	1829413	0.0	4.86
chr17	1882295	0.43117993326083925	4.86
chr17	1935637	0.0	4.883
chr17	1956406	0.43318893702098965	4.883
chr17	1971411	4.548999220171581	4.8895
chr17	1990646	0.0	4.977
chr17	2027656	0.0	4.977
chr17	2035790	0.0	4.977
chr17	2069129	0.0	4.977
chr17	2081815	0.0	4.977
chr17	2158540	0.0978984466779686	4.977
chr17	2219828	0.0	4.983
chr17	2254600	0.0	4.983
chr17	2346394	0.0	4.983
chr17	2375672	0.1578554617989927	4.983
chr17	2410514	0.0	4.9885
chr17	2446953	0.0	4.9885
